id,movie_id,person_id,role,character_name
5084,18,12835,Actor,Finger (voice)
5085,18,7400,Actor,Fog
5086,18,8397,Actor,David
5087,18,183500,Actor,Right Arm
5088,18,12642,Actor,General Staedert
5089,18,8398,Actor,Professor Pacoli
5090,18,2406,Actor,Mugger
5091,18,59,Director,
5092,37786,520,Actor,Carrie Bradshaw
5093,37786,38025,Actor,Charlotte York
5094,37786,38024,Actor,Miranda Hobbes
5095,37786,2109,Actor,Samantha Jones
5096,37786,38026,Actor,Mr. Big
5097,37786,27552,Actor,Steve Brady
5098,37786,3212,Actor,Harry Goldenblatt
5099,37786,58355,Actor,Lily York Goldenblatt
5100,37786,118514,Actor,Lily York Goldenblatt
5101,37786,57551,Actor,Anthony Marantino
5102,37786,1542,Actor,Stanford Blatch
5103,37786,118515,Actor,Nicky
5104,37786,66776,Actor,Herself
5105,37786,118516,Actor,Band Leader
5106,37786,59860,Actor,Erin
5107,37786,38023,Director,
5108,10501,11181,Actor,Miguel  (voice)
5109,10501,8945,Actor,Tulio (voice)
5110,10501,4810,Actor,Chel (voice)
5111,10501,23346,Actor,Tzekel-Kan (voice)
5112,10501,587,Actor,Chief (voice)
5113,10501,12077,Actor,Cortes (voice)
5114,10501,15831,Actor,Altivo (voice)
5115,10501,2144,Actor,Zaragoza (voice)
5116,10501,11370,Actor,Narrator (voice)
5117,10501,1552486,Actor,Acolyte (voice)
5118,10501,1718935,Actor,Kid #1 (voice)
5119,10501,1718936,Actor,Kid #2 (voice)
5120,10501,27005,Director,
5121,10501,65629,Director,
5122,57800,5723,Actor,Sid (voice)
5123,57800,15757,Actor,Manny (voice)
5124,57800,5713,Actor,Scrat (voice)
5125,57800,5724,Actor,Diego (voice)
5126,57800,57599,Actor,Crash (voice)
5127,57800,16866,Actor,Shira (voice)
5128,57800,15758,Actor,Ellie (voice)
5129,57800,22970,Actor,Captain Gutt (voice)
5130,57800,11109,Actor,Flynn (voice)
5131,57800,54415,Actor,Louis (voice)
5132,57800,968660,Actor,Steffie (voice)
5133,57800,221606,Actor,Katie (voice)
5134,57800,27102,Actor,Granny (voice)
5135,57800,21088,Actor,Milton / Hunky Siren (voice)
5136,57800,221581,Actor,Raz (voice)
5137,57800,71729,Director,
5138,57800,229962,Director,
5139,150689,1016168,Actor,Cinderella
5140,150689,112,Actor,Lady Tremaine
5141,150689,512991,Actor,"Prince ""Kit"" Charming"
5142,150689,1283,Actor,Fairy Godmother
5143,150689,1640,Actor,Grand Duke
5144,150689,302165,Actor,Anastasia Tremaine
5145,150689,43547,Actor,Captain
5146,150689,21343,Actor,Cinderella's Father
5147,150689,39459,Actor,Cinderella's Mother
5148,150689,7025,Actor,Baron
5149,150689,47632,Actor,Master Phineus
5150,150689,1267123,Actor,Chief Guard Cassius
5151,150689,1312524,Actor,Princess Mei Mei
5152,150689,229320,Actor,Prince's Retinue Member
5153,150689,1019865,Actor,Trooper
5154,150689,11181,Director,
5155,7980,3293,Actor,Abigail Salmon
5156,7980,13240,Actor,Jack Salmon
5157,7980,4038,Actor,Grandma Lynn
5158,7980,36592,Actor,Susie Salmon
5159,7980,2283,Actor,George Harvey
5160,7980,11486,Actor,Len Fenerman
5161,7980,53485,Actor,Lindsey Salmon
5162,7980,53486,Actor,Ruth Connors
5163,7980,1128255,Actor,Buckley Salmon
5164,7980,54810,Actor,Ray Singh
5165,7980,63676,Actor,Holly
5166,7980,105727,Actor,Brian Nelson
5167,7980,113926,Actor,Clarissa
5168,7980,17867,Actor,Principal Caden
5169,7980,155081,Actor,Mr. Connors
5170,7980,108,Director,
5171,12,13,Actor,Marlin (voice)
5172,12,14,Actor,Dory (voice)
5173,12,12,Actor,Nemo (voice)
5174,12,5293,Actor,Gill (voice)
5175,12,18,Actor,Bloat (voice)
5176,12,19,Actor,Peach (voice)
5177,12,6168,Actor,Gurgle (voice)
5178,12,17401,Actor,Bubbles (voice)
5179,12,14723,Actor,Deb / Flo (voice)
5180,12,7911,Actor,Jacques (voice)
5181,12,118,Actor,Nigel (voice)
5182,12,7,Actor,Crush (voice)
5183,12,20,Actor,Coral (voice)
5184,12,981048,Actor,Squirt (voice)
5185,12,10,Actor,Mr. Ray (voice)
5186,12,7,Director,
5187,122,109,Actor,Frodo Baggins
5188,122,1327,Actor,Gandalf the White
5189,122,110,Actor,Aragorn
5190,122,882,Actor,Arwen Evenstar
5191,122,114,Actor,Legolas
5192,122,655,Actor,Gimli & Treebeard (Voice)
5193,122,1328,Actor,Sam Gamgee
5194,122,1329,Actor,Peregrin 'Pippin' Took
5195,122,1330,Actor,Meriadoc 'Merry' Brandybuck
5196,122,1333,Actor,Gollum
5197,122,1331,Actor,Elrond
5198,122,65,Actor,Bilbo Baggins
5199,122,1369,Actor,"Théoden, King of Rohan"
5200,122,502,Actor,Éowyn
5201,122,1371,Actor,Faramir
5202,122,108,Director,
5203,121,109,Actor,Frodo Baggins
5204,121,1327,Actor,Gandalf the White
5205,121,110,Actor,Aragorn
5206,121,882,Actor,Arwen Evenstar
5207,121,114,Actor,Legolas
5208,121,655,Actor,Gimli / Voice of Treebeard
5209,121,113,Actor,Saruman
5210,121,1328,Actor,Sam Gamgee
5211,121,1329,Actor,Peregrin 'Pippin' Took
5212,121,1330,Actor,Meriadoc 'Merry' Brandybuck
5213,121,1333,Actor,Gollum
5214,121,1331,Actor,Elrond
5215,121,1332,Actor,Haldir
5216,121,1369,Actor,Théoden
5217,121,1370,Actor,Gríma Wormtongue
5218,121,108,Director,
5219,68737,1229,Actor,Master Gregory
5220,68737,1231,Actor,Mother Malkin
5221,68737,25130,Actor,Tom Ward
5222,68737,227454,Actor,Alice Deane
5223,68737,239019,Actor,Billy Bradley
5224,68737,938,Actor,Radu
5225,68737,11616,Actor,Mam Ward
5226,68737,43202,Actor,Bony Lizzie
5227,68737,58319,Actor,Urag
5228,68737,155282,Actor,Rogue Knight
5229,68737,2250,Actor,Old Guard
5230,68737,1300745,Actor,Fisherman
5231,68737,1392937,Actor,Member of Mob
5232,68737,27124,Actor,Prelate
5233,68737,1328755,Actor,Leader Soldier
5234,68737,130938,Director,
5235,1995,11701,Actor,Lara Croft
5236,1995,10127,Actor,Lord Richard Croft
5237,1995,20508,Actor,Manfred Powell
5238,1995,1284,Actor,Bryce
5239,1995,8784,Actor,Alex West
5240,1995,20510,Actor,Distinguished Gentleman
5241,1995,20511,Actor,Hillary
5242,1995,7031,Actor,Mr. Pimms
5243,1995,10655,Actor,Wilson
5244,1995,20509,Actor,Assault Team Leader
5245,1995,20512,Actor,Young Lara
5246,1995,1371446,Actor,Boothby's Auctioneer
5247,1995,1371452,Actor,Head Laborer
5248,1995,1013950,Actor,Head Laborer
5249,1995,1371450,Actor,Little Cambodian Girl
5250,1995,12786,Director,
5251,157353,85,Actor,Dr. Will Caster
5252,157353,6162,Actor,Max Waters
5253,157353,15556,Actor,Evelyn Caster
5254,157353,51072,Actor,Bree
5255,157353,192,Actor,Joseph Tagger
5256,157353,2037,Actor,Agent Donald Buchanan
5257,157353,6614,Actor,Colonel Stevens
5258,157353,5365,Actor,Martin
5259,157353,118643,Actor,Bob
5260,157353,1144931,Actor,MIT Programmer
5261,157353,74302,Actor,Joel Edmund
5262,157353,40039,Actor,Paul
5263,157353,53969,Actor,Roger
5264,157353,216782,Actor,Heng
5265,157353,1357076,Actor,Chiu
5266,157353,559,Director,
5267,331,4783,Actor,Dr. Alan Grant
5268,331,3905,Actor,Paul Kirby
5269,331,4939,Actor,Amanda Kirby
5270,331,4940,Actor,Erik Kirby
5271,331,4941,Actor,Billy Brennan
5272,331,2169,Actor,Mr. Udesky
5273,331,4942,Actor,Cooper
5274,331,4943,Actor,M.B. Nash
5275,331,4784,Actor,Dr. Ellie Sattler
5276,331,4944,Actor,Mark Degler
5277,331,88949,Actor,Ben Hildebrand
5278,331,17413,Actor,Enrique Cardoso
5279,331,1076559,Actor,Charlie
5280,331,1223986,Actor,Cheryl Logan
5281,331,105646,Actor,Hannah
5282,331,4945,Director,
5283,61791,17051,Actor,Will Rodman
5284,61791,76792,Actor,Caroline Aranha
5285,61791,12074,Actor,Charles Rodman
5286,61791,1248,Actor,John Landon
5287,61791,10993,Actor,Dodge Landon
5288,61791,1333,Actor,Caesar
5289,61791,35013,Actor,Steven Jacobs
5290,61791,51383,Actor,Robert Franklin
5291,61791,111195,Actor,Rodney
5292,61791,42711,Actor,John Hamil
5293,61791,5892,Actor,Douglas Hunsiker
5294,61791,70175,Actor,Irena
5295,61791,228890,Actor,Donnie Thompson
5296,61791,1865693,Actor,Todd Hunsiker
5297,61791,1565027,Actor,Alice Hunsiker
5298,61791,77357,Director,
5299,8204,1281,Actor,Jared Grace / Simon Grace
5300,8204,18248,Actor,Helen Grace
5301,8204,1733,Actor,Mulgarath
5302,8204,33397,Actor,Mallory Grace
5303,8204,37041,Actor,Richard Grace
5304,8204,23709,Actor,Aunt Lucinda Spiderwick
5305,8204,11064,Actor,Arthur Spiderwick
5306,8204,19274,Actor,Hogsqueal (voice)
5307,8204,519,Actor,Thimbletack (voice)
5308,8204,54050,Director,
5309,47964,62,Actor,John McClane
5310,47964,224181,Actor,Jack McClane
5311,47964,8197,Actor,Komorov
5312,47964,17628,Actor,Lucy McClane
5313,47964,80998,Actor,Irina
5314,47964,230400,Actor,Alik
5315,47964,6614,Actor,Collins
5316,47964,17341,Actor,Murphy
5317,47964,1150430,Actor,Chagarin
5318,47964,130903,Actor,Anton
5319,47964,64413,Actor,Russian Mafia Member
5320,47964,456735,Actor,Prosecutor
5321,47964,52762,Actor,Taxi driver
5322,47964,25382,Actor,Reporter
5323,47964,212778,Actor,Lucas
5324,47964,12028,Director,
5325,10733,6065,Actor,Sam Houston
5326,10733,879,Actor,Davy Crockett
5327,10733,12261,Actor,James Bowie
5328,10733,17178,Actor,William Travis
5329,10733,263,Actor,Antonio Lopez de Santa Ana
5330,10733,25933,Actor,Rosanna Travis
5331,10733,31384,Actor,Juan Seguin
5332,10733,15374,Actor,Sgt. William Ward
5333,10733,88059,Actor,Colonel Green Jameson
5334,10733,46772,Actor,James Bonham
5335,10733,2846,Actor,Albert Grimes
5336,10733,156165,Actor,Micajah Autry
5337,10733,177905,Actor,Mial Scurlock
5338,10733,1325915,Actor,Captain Almeron Dickinson
5339,10733,978608,Actor,Susanna Dickinson
5340,10733,54040,Director,
5341,9806,8977,Actor,Bob Parr / Mr. Incredible (voice)
5342,9806,18686,Actor,Helen Parr / Elastigirl (voice)
5343,9806,2231,Actor,Lucius Best / Frozone (voice)
5344,9806,11662,Actor,Buddy Pine / Syndrome (voice)
5345,9806,7891,Actor,Bomb Voyage (voice)
5346,9806,59357,Actor,Newsreel Narrator (voice)
5347,9806,59358,Actor,Jack Jack Parr (voice)
5348,9806,59359,Actor,Jack Jack Parr (voice)
5349,9806,59360,Actor,Dashiell 'Dash' Parr (voice)
5350,9806,59361,Actor,Violet Parr (voice)
5351,9806,7430,Actor,Mirage (voice)
5352,9806,7087,Actor,Edna 'E' Mode (voice)
5353,9806,155917,Actor,Mrs. Hogenson (voice)
5354,9806,12900,Actor,Gilbert Huph (voice)
5355,9806,7962,Actor,Bernie Kropp (voice)
5356,9806,7087,Director,
5357,1408,16935,Actor,Morgan Adams
5358,1408,8654,Actor,William Shaw
5359,1408,8924,Actor,Dawg
5360,1408,7868,Actor,John Reed
5361,1408,8979,Actor,Ainstee
5362,1408,16936,Actor,Glasspoole
5363,1408,16937,Actor,Mr. Blair
5364,1408,13925,Actor,Snelgrave
5365,1408,35769,Actor,Bowen
5366,1408,133771,Actor,Scully
5367,1408,1166,Actor,Black Harry
5368,1408,127166,Actor,Bishop
5369,1408,1220350,Actor,Fiddler Pirate
5370,1408,1252814,Actor,Captain Trotter
5371,1408,91662,Actor,Toussant
5372,1408,16938,Director,
5373,32657,33235,Actor,Percy Jackson
5374,32657,53336,Actor,Grover Underwood
5375,32657,109513,Actor,Annabeth Chase
5376,32657,105727,Actor,Luke Castellan
5377,32657,48,Actor,Zeus
5378,32657,517,Actor,Mr. Brunner / Chiron
5379,32657,4581,Actor,Hades
5380,32657,5916,Actor,Persephone
5381,32657,25972,Actor,Athena
5382,32657,2229,Actor,Sally Jackson
5383,32657,9013,Actor,Poseidon
5384,32657,532,Actor,Gabe Ugliano
5385,32657,139,Actor,Medusa
5386,32657,2320,Actor,Ferryman
5387,32657,209196,Actor,Aphrodite Girl
5388,32657,10965,Director,
5389,607,2176,Actor,Agent K
5390,607,2888,Actor,James Edwards / Agent J
5391,607,9625,Actor,Dr. Laurel Weaver / Agent L
5392,607,7132,Actor,Edgar / The Bug
5393,607,9626,Actor,Chief Zed
5394,607,4252,Actor,Jack Jeebs
5395,607,9628,Actor,Gentle Rosenburg the Arquillian Jeweler
5396,607,9629,Actor,Van driver
5397,607,9630,Actor,Jose
5398,607,9631,Actor,Arquillian
5399,607,9632,Actor,INS agent Janus
5400,607,9633,Actor,Agent D
5401,607,9634,Actor,2nd Lt. Jake Jensen
5402,607,6751,Actor,Beatrice
5403,607,443770,Actor,Mikey
5404,607,5174,Director,
5405,863,31,Actor,Woody (voice)
5406,863,12898,Actor,Buzz Lightyear (voice)
5407,863,3234,Actor,Jessie (voice)
5408,863,7090,Actor,Prospector (voice)
5409,863,7167,Actor,Mr. Potato Head (voice)
5410,863,12899,Actor,Slinky Dog (voice)
5411,863,12900,Actor,Rex (voice)
5412,863,7907,Actor,Hamm (voice)
5413,863,8873,Actor,Bo Peep (voice)
5414,863,4201,Actor,Al McWhiggin (voice)
5415,863,1116442,Actor,Andy (voice)
5416,863,12133,Actor,Andy's Mom (voice)
5417,863,61964,Actor,Mrs. Potato Head (voice)
5418,863,8655,Actor,Sarge (voice)
5419,863,63978,Actor,Barbie (voice)
5420,863,7879,Director,
5421,44048,5292,Actor,Frank Barnes
5422,44048,62064,Actor,Will
5423,44048,5916,Actor,Connie
5424,44048,824,Actor,Dewey
5425,44048,18472,Actor,Inspector Werner
5426,44048,4728,Actor,Bunny
5427,44048,37027,Actor,Ned
5428,44048,51990,Actor,Gilleece
5429,44048,26974,Actor,Darcy
5430,44048,37204,Actor,Judd Stewart
5431,44048,142204,Actor,Janeway
5432,44048,130108,Actor,Nicole
5433,44048,142205,Actor,Maya
5434,44048,142206,Actor,Michael Colson
5435,44048,170145,Actor,Clark
5436,44048,893,Director,
5437,5175,66,Actor,Det. James Carter
5438,5175,18897,Actor,Chief Insp. Lee
5439,5175,1339,Actor,Hu Li
5440,5175,41901,Actor,Isabella Molina
5441,5175,58210,Actor,Zing
5442,5175,1896,Actor,Kenny
5443,5175,11389,Actor,Ricky Tan
5444,5175,21045,Actor,Girl in Car
5445,5175,7169,Actor,Steve Reign
5446,5175,1166,Actor,Agent Sterling
5447,5175,10885,Actor,Captain Chin
5448,5175,101012,Actor,Receptionist
5449,5175,73590,Actor,Girl in Car
5450,5175,167160,Actor,Heaven on Earth Hostess
5451,5175,154544,Actor,Heaven on Earth Hostess #2
5452,5175,11091,Director,
5453,2655,3,Actor,Dr. Norman Spencer
5454,2655,1160,Actor,Claire Spencer
5455,2655,2958,Actor,Jody
5456,2655,1736,Actor,Warren Feur
5457,2655,502,Actor,Mary Feur
5458,2655,12889,Actor,Dr. Stan Powell
5459,2655,19957,Actor,Elena
5460,2655,38425,Actor,Madison Elizabeth Frank
5461,2655,15012,Actor,Caitlin Spencer
5462,2655,1066283,Actor,Beatrice
5463,2655,3977,Actor,Dr. Drayton
5464,2655,21202,Actor,Mrs. Frank
5465,2655,1428151,Actor,Mrs. Templeton
5466,2655,7473,Actor,PhD Student #3
5467,2655,68695,Actor,PhD Student #4
5468,2655,24,Director,
5469,22794,19278,Actor,Flint Lockwood (voice)
5470,22794,1772,Actor,Sam Sparks (voice)
5471,22794,3085,Actor,Tim Lockwood (voice)
5472,22794,16619,Actor,Earl Devereaux (voice)
5473,22794,4589,Actor,Manny (voice)
5474,22794,11357,Actor,Mayor Shelbourne (voice)
5475,22794,41686,Actor,Steve (voice)
5476,22794,111875,Actor,Patrick Patrickson (voice)
5477,22794,16858,Actor,Fran Lockwood (voice)
5478,22794,62861,Actor,'Baby' Brent (voice)
5479,22794,75633,Actor,Cal Devereaux (voice)
5480,22794,62831,Actor,Joe Towne (voice)
5481,22794,968412,Actor,Young Flint (voice)
5482,22794,154693,Actor,Rufus (voice)
5483,22794,470529,Actor,Regina Devereaux (voice)
5484,22794,107446,Director,
5485,22794,155267,Director,
5486,8355,15757,Actor,Manny (voice)
5487,8355,5723,Actor,Sid (voice)
5488,8355,5724,Actor,Diego (voice)
5489,8355,15758,Actor,Ellie (voice)
5490,8355,11108,Actor,Buck (voice)
5491,8355,1063128,Actor,巴克/鼬鼠
5492,8355,57599,Actor,Crash (voice)
5493,8355,87055,Actor,Scratte (voice)
5494,8355,5713,Actor,Scrat (voice)
5495,8355,41091,Actor,Pudgy Beaver Mom (voice)
5496,8355,1239793,Actor,Madison (Diatryma Girl) (voice)
5497,8355,60734,Actor,Glypto Boy (voice)
5498,8355,23211,Actor,Aardvark Mom (voice)
5499,8355,1214603,Actor,Adult Molehog Male (voice)
5500,8355,19278,Actor,Gazelle (voice)
5501,8355,5714,Director,
5502,116745,7399,Actor,Walter Mitty
5503,116745,41091,Actor,Cheryl Melhoff
5504,116745,10872,Actor,Todd Maher
5505,116745,4090,Actor,Edna Mitty
5506,116745,36801,Actor,Ted Hendricks
5507,116745,17696,Actor,Odessa Mitty
5508,116745,2228,Actor,Sean O'Connell
5509,116745,28419,Actor,Gary Mannheim
5510,116745,185705,Actor,Cab Driver
5511,116745,961834,Actor,Ted's Toner Box Associate
5512,116745,78404,Actor,Walter's Dad
5513,116745,94432,Actor,Hernando
5514,116745,1406450,Actor,Tim Naughton
5515,116745,7399,Director,
5516,4327,6941,Actor,Natalie Cook
5517,4327,140,Actor,Alex Munday
5518,4327,69597,Actor,Dylan Sanders
5519,4327,1532,Actor,John Bosley
5520,4327,24367,Actor,Charles Townsend
5521,4327,6807,Actor,Eric Knox
5522,4327,6473,Actor,Vivian Wood
5523,4327,13472,Actor,Roger Corwin
5524,4327,36422,Actor,Pete Komisky
5525,4327,1064,Actor,Thin Man
5526,4327,14407,Actor,Jason Gibbons
5527,4327,36423,Actor,Chad
5528,4327,36424,Actor,Mr. Jones
5529,4327,9996,Actor,Pasqual
5530,4327,55536,Actor,Doris
5531,4327,36425,Director,
5532,1422,6193,Actor,"William ""Billy"" Costigan, Jr."
5533,1422,1892,Actor,Staff Sgt. Colin Sullivan
5534,1422,514,Actor,"Francis ""Frank"" Costello"
5535,1422,13240,Actor,Staff Sgt. Sean Dignam
5536,1422,8349,Actor,Capt. Oliver Charles Queenan
5537,1422,5538,Actor,"Arnold ""Frenchy"" French"
5538,1422,21657,Actor,Dr. Madolyn Madden
5539,1422,18471,Actor,Trooper Brown
5540,1422,7447,Actor,Capt. George Ellerby
5541,1422,18472,Actor,Cousin Sean
5542,1422,18473,Actor,Barrigan
5543,1422,2482,Actor,Fitzy
5544,1422,4733,Actor,Lazio
5545,1422,18475,Actor,Gwen
5546,1422,18476,Actor,Govenor
5547,1422,1032,Director,
5548,10674,776,Actor,Mushu (voice)
5549,10674,18897,Actor,[Singing voice]
5550,10674,21702,Actor,Mulan (voice)
5551,10674,15838,Actor,Mulan (singing voice)
5552,10674,15098,Actor,Grandmother Fa (voice)
5553,10674,10345,Actor,Fa Zhou (voice)
5554,10674,51754,Actor,Fa Li (voice)
5555,10674,20904,Actor,Chi Fu (voice)
5556,10674,14592,Actor,Shang (voice)
5557,10674,140567,Actor,Shang (singing voice)
5558,10674,23915,Actor,The Emperor (voice)
5559,10674,7420,Actor,Yao (voice)
5560,10674,187678,Actor,Grandmother Fa (singing voice)
5561,10674,1752,Actor,First Ancestor (voice)
5562,10674,71858,Actor,Chien-Po (voice)
5563,10674,66190,Director,
5564,10674,66191,Director,
5565,7446,7399,Actor,Tugg Speedman
5566,7446,70851,Actor,Jeff Portnoy
5567,7446,3223,Actor,Kirk Lazarus
5568,7446,1733,Actor,Four Leaf Tayback
5569,7446,4581,Actor,Damien Cockburn
5570,7446,449,Actor,Kevin Sandusky
5571,7446,62862,Actor,Cody
5572,7446,53336,Actor,Alpa Chino
5573,7446,19278,Actor,Studio Executive Rob Slolom
5574,7446,1115122,Actor,Tran
5575,7446,22075,Actor,Byong
5576,7446,61835,Actor,Tru
5577,7446,10297,Actor,Rick Peck
5578,7446,500,Actor,Les Grossmann
5579,7446,1219899,Actor,Snooty Waiter - Fatties Trailer
5580,7446,7399,Director,
5581,65754,8784,Actor,Mikael Blomkvist
5582,65754,108916,Actor,Lisbeth Salander
5583,65754,290,Actor,Henrik Vanger
5584,65754,5725,Actor,Dragan Armansky
5585,65754,1640,Actor,Martin Vanger
5586,65754,32,Actor,Erika Berger
5587,65754,782,Actor,Dirch Frode
5588,65754,20810,Actor,Anita Vanger
5589,65754,6368,Actor,Annika Blomkvist Giannini
5590,65754,11855,Actor,Cecilia Vanger
5591,65754,78147,Actor,Miriam Wu
5592,65754,6104,Actor,Young Henrik Vanger
5593,65754,255653,Actor,Hans-Erik Wennerström
5594,65754,11040,Actor,Young Harald Vanger
5595,65754,93236,Actor,Young Gustaf Morell
5596,65754,7467,Director,
5597,1572,62,Actor,John McClane
5598,1572,16940,Actor,Simon Peter Gruber
5599,1572,2231,Actor,Zeus Carver
5600,1572,6804,Actor,Joe Lambert
5601,1572,13023,Actor,Connie Kowalski
5602,1572,17351,Actor,Chief Cobb
5603,1572,141747,Actor,Ricky Walsh
5604,1572,91421,Actor,Targo
5605,1572,45337,Actor,Katya
5606,1572,34395,Actor,Charles Weiss
5607,1572,141748,Actor,Officer Jane
5608,1572,6438,Actor,Dr. Schiller
5609,1572,141749,Actor,Dexter
5610,1572,83860,Actor,Raymond
5611,1572,19902,Actor,Mischa
5612,1572,1090,Director,
5613,10528,3223,Actor,Sherlock Holmes
5614,10528,9642,Actor,Dr. John Watson
5615,10528,53714,Actor,Irene Adler
5616,10528,2983,Actor,Lord Blackwood
5617,10528,1665,Actor,Inspector Lestrade
5618,10528,112692,Actor,Dredger
5619,10528,11855,Actor,Mrs. Hudson
5620,10528,17521,Actor,Mary
5621,10528,84865,Actor,Constable Clark
5622,10528,37168,Actor,Lord Coward
5623,10528,1292,Actor,Sir Thomas Rotheram
5624,10528,10207,Actor,Ambassador Standish
5625,10528,19901,Actor,Captain Tanner
5626,10528,1270734,Actor,Reordan
5627,10528,1121204,Actor,McMurdo
5628,10528,956,Director,
5629,271969,54738,Actor,Judah Ben-Hur
5630,271969,20286,Actor,Messala Severus
5631,271969,17289,Actor,Jésus Christ
5632,271969,142213,Actor,Esther
5633,271969,8786,Actor,Naomi Ben-Hur
5634,271969,90060,Actor,Pontius Pilate
5635,271969,515628,Actor,Tirzah Ben-Hur
5636,271969,192,Actor,Sheik Ilderim
5637,271969,935235,Actor,Druses
5638,271969,57412,Actor,Gestas
5639,271969,2467,Actor,Quintus Arius
5640,271969,117640,Actor,Simonides
5641,271969,1111433,Actor,Peter
5642,271969,1198663,Actor,Marcus Decimus
5643,271969,1562107,Actor,Jacob
5644,271969,23430,Director,
5645,10865,521,Actor,Milo James Thatch (voice)
5646,10865,35219,Actor,Gaetan 'The Mole' Moliere (voice)
5647,10865,52300,Actor,Helga Katrina Sinclair (voice)
5648,10865,16896,Actor,Commander Lyle Tiberius Rourke (voice)
5649,10865,4251,Actor,Preston B. Whitmore (voice)
5650,10865,56853,Actor,Dr. Joshua Strongbear Sweet (voice)
5651,10865,1749,Actor,King Kashekim Nedakh (voice)
5652,10865,161860,Actor,Vincenzo 'Vinny' Santorini (voice)
5653,10865,49818,Actor,Audrey Rocio Ramirez (voice)
5654,10865,84323,Actor,Wilhelmina Bertha Packard (voice)
5655,10865,28010,Actor,Fenton Q. Harcourt (voice)
5656,10865,182258,Actor,Young Kida (voice)
5657,10865,34985,Actor,Princess 'Kida' Kidagakash (voice)
5658,10865,12899,Actor,Jebidiah Allardyce 'Cookie' Farnsworth (voice)
5659,10865,12077,Actor,Additional Voices (voice)
5660,10865,62047,Director,
5661,10865,62048,Director,
5662,258509,11662,Actor,Dave
5663,258509,15033,Actor,Alvin (voice)
5664,258509,98285,Actor,Ashley Grey
5665,258509,5661,Actor,Simon (voice)
5666,258509,49915,Actor,Theodore (voice)
5667,258509,53862,Actor,Eleanor (voice)
5668,258509,70696,Actor,Samantha
5669,258509,1772,Actor,Jeanette (voice)
5670,258509,18979,Actor,Brittany (voice)
5671,258509,54722,Actor,Hotel Babysitter
5672,258509,25147,Actor,Agent Suggs
5673,258509,1456705,Actor,First Class Flight Attendant
5674,258509,1390021,Actor,Second Record Executive
5675,258509,1181263,Actor,Large Cowboy
5676,258509,1046665,Actor,Wyatt the Pizza Guy
5677,258509,68573,Director,
5678,2253,500,Actor,Claus Schenk Graf von Stauffenberg
5679,2253,23229,Actor,Nina Schenk Gräfin von Stauffenberg
5680,2253,11181,Actor,Henning von Tresckow
5681,2253,2440,Actor,Friedrich Olbricht
5682,2253,28641,Actor,Ludwig Beck
5683,2253,207,Actor,Friedrich Fromm
5684,2253,1926,Actor,Erich Fellgiebel
5685,2253,26657,Actor,Adolf Hitler
5686,2253,3491,Actor,Otto Ernst Remer
5687,2253,939,Actor,Erwin von Witzleben
5688,2253,2449,Actor,Carl-Friedrich Goerdeler
5689,2253,7803,Actor,Albrecht Ritter Mertz von Quirnheim
5690,2253,26258,Actor,Field Marshal Wilhelm Keitel
5691,2253,2441,Actor,Colonel Heinz Brandt
5692,2253,40633,Actor,Werner von Haeften
5693,2253,9032,Director,
5694,10661,19292,Actor,Zohan
5695,10661,1241,Actor,The Phantom
5696,10661,59192,Actor,Dalia
5697,10661,32907,Actor,Michael
5698,10661,53647,Actor,Gail
5699,10661,66069,Actor,Nasi
5700,10661,66070,Actor,James
5701,10661,66071,Actor,Mrs. Greenhouse
5702,10661,66072,Actor,Walbridge
5703,10661,60949,Actor,Salim
5704,10661,66073,Actor,Oori
5705,10661,173810,Actor,Hamdi
5706,10661,58478,Actor,Kevin
5707,10661,53684,Actor,Yosi
5708,10661,66586,Actor,Mariah Carey
5709,10661,17494,Director,
5710,257344,19292,Actor,Sam Brenner
5711,257344,11705,Actor,Violet Van Patten
5712,257344,22970,Actor,Eddie Plant
5713,257344,54415,Actor,Ludlow Lamonsoff
5714,257344,32895,Actor,President Will Cooper
5715,257344,78030,Actor,Lady Lisa
5716,257344,48,Actor,Corporal Hill (SAS Officer)
5717,257344,13636,Actor,Carolyn Cooper
5718,257344,1248,Actor,Admiral Porter
5719,257344,570775,Actor,Matty
5720,257344,707,Actor,1982 Championship MC
5721,257344,60959,Actor,President's Assistant Jennifer
5722,257344,166029,Actor,White House Reporter #1
5723,257344,53684,Actor,White House Reporter #2
5724,257344,1496755,Actor,13-year-old Brenner
5725,257344,10965,Director,
5726,644,9640,Actor,David
5727,644,1518,Actor,Monica Swinton
5728,644,8213,Actor,Henry Swinton
5729,644,9641,Actor,Martin Swinton
5730,644,9642,Actor,Gigolo Joe
5731,644,227,Actor,Prof. Hobby
5732,644,2157,Actor,Dr. Know (voice)
5733,644,2282,Actor,Specialist (voice)
5734,644,5064,Actor,Blue Mecha (voice)
5735,644,2632,Actor,Comedian (voice)
5736,644,2131,Actor,Syatyoo-Sama
5737,644,9048,Actor,Supernerd
5738,644,60633,Actor,Supernerd
5739,644,27030,Actor,Supernerd
5740,644,1004155,Actor,Supernerd
5741,644,488,Director,
5742,10756,776,Actor,Jim Evers
5743,10756,28641,Actor,Ramsley
5744,10756,27631,Actor,Master Gracey
5745,10756,36219,Actor,Sara Evers
5746,10756,7906,Actor,Madame Leota
5747,10756,56567,Actor,Emma
5748,10756,12900,Actor,Ezra
