movie_id,revenue,runtime,vote_average,vote_count,budget
11820,0,117.0,6.5,393,65000000
76493,179379533,83.0,5.9,1743,65000000
345,162091208,159.0,7.1,1234,65000000
196867,133821816,119.0,6.0,466,65000000
256591,153962963,105.0,6.7,2542,50100000
59962,156974557,103.0,5.9,1389,65000000
36648,128905366,123.0,5.7,1252,65000000
1880,38376497,114.0,6.4,215,4200000
9440,0,143.0,6.1,94,65000000
71679,240159255,95.0,5.6,1600,65000000
10483,73762516,105.0,6.0,1175,45000000
11412,89456761,120.0,6.5,314,65000000
11983,0,135.0,6.0,208,65000000
6795,64321501,101.0,6.1,779,65000000
550,100853753,139.0,8.3,9413,63000000
11170,43545364,124.0,6.7,186,65000000
9292,17218080,100.0,5.4,269,65000000
10783,0,105.0,4.9,52,65000000
100241,71154592,92.0,5.0,687,65000000
257,42093706,130.0,6.7,274,50000000
9947,56681566,97.0,4.8,575,43000000
189,39407616,102.0,6.3,1286,65000000
12618,74608570,133.0,5.3,63,64000000
253412,203427584,121.0,6.7,1772,55000000
1427,132180323,147.0,7.1,1165,50000000
818,296655431,94.0,5.9,979,63000000
16577,44091067,94.0,6.1,409,65000000
329,920100000,127.0,7.6,4856,63000000
12160,25052000,191.0,6.5,202,63000000
9331,215887717,141.0,6.4,386,62000000
300168,121545703,127.0,5.9,145,65000000
9072,101595121,98.0,5.3,261,64000000
3536,127666415,116.0,6.1,340,62000000
9087,107879496,106.0,6.5,195,62000000
12177,41819064,87.0,4.3,242,62000000
12138,18720175,125.0,5.8,178,62000000
273248,155760117,167.0,7.6,4274,44000000
9955,0,93.0,5.9,569,53000000
50359,183953723,95.0,5.5,331,63000000
1271,422610419,117.0,7.0,4997,65000000
693,516642939,115.0,6.1,1373,80000000
14306,244082376,115.0,6.9,1343,60000000
497,284600000,189.0,8.2,4048,60000000
11199,253625427,100.0,5.6,648,0
9982,314432665,81.0,5.6,944,150000000
210577,369330363,145.0,7.9,5862,61000000
2501,214034224,119.0,7.3,3583,60000000
710,352194034,130.0,6.6,1174,58000000
2275,149705852,116.0,6.1,205,60000000
37165,264118201,103.0,7.8,4537,60000000
9837,218613188,99.0,6.8,817,70000000
10708,164433867,92.0,5.6,506,60000000
136400,131940411,109.0,6.6,1589,61000000
10992,93375151,87.0,5.0,352,60000000
9654,176070171,110.0,6.6,1919,60000000
2642,93354918,101.0,5.9,487,60000000
8916,171757863,83.0,6.0,1272,60000000
19899,171844840,113.0,5.3,588,70000000
2119,157920733,107.0,5.9,353,60000000
9641,129181830,94.0,5.7,526,60000000
294254,311256926,132.0,6.4,3040,61000000
38167,204594016,133.0,5.8,636,60000000
5994,0,125.0,6.5,521,60000000
39514,71664962,111.0,6.6,2808,58000000
9563,100230832,163.0,6.8,422,55000000
547,186883563,170.0,6.7,292,60000000
1538,217764291,120.0,7.0,1451,65000000
9334,165333180,92.0,5.3,779,60000000
11128,74541707,115.0,6.2,207,60000000
75780,218340595,130.0,6.3,2998,60000000
8914,73648228,105.0,5.6,604,60000000
13576,0,111.0,6.7,247,60000000
39538,137551594,106.0,6.2,1325,60000000
10628,0,89.0,4.3,203,0
14836,124596398,100.0,7.3,1386,60000000
8645,163403799,91.0,4.9,950,60000000
9509,130293714,146.0,7.3,1553,70000000
10067,61112916,98.0,4.5,137,50000000
9384,170268750,101.0,5.6,644,60000000
9279,129832389,89.0,5.5,575,60000000
1487,99318987,122.0,6.5,2225,66000000
9422,56702901,115.0,6.1,109,70000000
77174,107139399,90.0,6.7,789,60000000
4824,159330280,124.0,6.1,527,60000000
9620,96269812,119.0,5.9,581,60000000
9302,0,119.0,5.9,50,60000000
10199,50877145,93.0,5.8,258,60000000
10771,0,98.0,5.3,483,0
3512,104324083,100.0,5.6,210,60000000
137094,50549107,105.0,5.9,1173,60000000
274479,101134059,124.0,6.4,1581,60000000
267860,205754447,99.0,5.8,1621,60000000
8078,162000000,109.0,5.9,1365,70000000
7485,95696996,124.0,6.9,1462,61000000
170687,108255770,97.0,6.6,668,60000000
6435,46683377,104.0,6.3,338,75000000
137106,469160692,100.0,7.5,3070,60000000
10040,0,115.0,5.3,425,0
6278,43061982,101.0,6.0,669,60000000
82682,105200903,113.0,6.2,1778,60000000
17610,62357900,97.0,4.6,524,60000000
22954,122233971,134.0,7.0,1125,60000000
16995,87784194,127.0,6.7,484,60000000
16558,60000000,125.0,5.7,201,78146652
9849,36850101,94.0,5.1,80,65000000
5820,77920346,108.0,5.8,225,60000000
16866,104945765,91.0,5.6,556,70000000
201,67312826,117.0,6.1,479,60000000
11775,119940815,100.0,5.8,391,60000000
87825,0,111.0,6.6,366,0
12201,74901339,117.0,6.2,487,80000000
11015,33956608,110.0,5.8,130,60000000
9932,55003135,96.0,5.7,380,60000000
13389,73174566,101.0,5.9,375,60000000
8838,0,111.0,6.0,368,60000000
17332,31720158,109.0,6.6,234,60000000
4958,39459427,126.0,6.3,251,80000000
786,47383689,122.0,7.4,797,60000000
9513,141702264,78.0,5.1,464,0
11679,71073932,101.0,4.7,549,60000000
38321,78309131,87.0,5.4,692,60000000
14411,26288320,86.0,6.6,372,60000000
8413,26673242,96.0,6.5,742,60000000
10052,52322400,104.0,6.1,204,60000000
9676,49111202,121.0,5.7,287,50000000
9664,17800000,140.0,6.3,271,60000000
2100,27642707,131.0,7.0,285,72000000
10384,14828081,91.0,4.9,109,90000000
137321,30800231,118.0,6.0,487,60000000
123553,90565421,130.0,6.2,1602,60000000
11260,50650079,90.0,5.0,371,60000000
9009,25473093,105.0,5.3,274,30000000
11374,0,122.0,5.7,166,80000000
2309,57490374,106.0,6.0,592,60000000
8285,39031337,103.0,4.7,320,60000000
210860,30418560,106.0,5.4,1055,60000000
2312,0,127.0,4.1,224,60000000
9839,0,127.0,6.7,110,35000000
381902,193677158,120.0,6.0,24,68490000
13922,10166502,132.0,6.8,91,80000000
293660,783112979,108.0,7.4,10995,58000000
9713,0,114.0,4.9,111,60000000
190859,542307423,133.0,7.4,4469,58800000
257445,158162788,103.0,6.2,995,58000000
9007,102854431,95.0,6.5,579,58000000
889,59468275,90.0,4.4,134,83000000
1370,189015611,102.0,5.7,690,63000000
4942,41299492,114.0,5.7,130,58000000
347969,0,119.0,4.9,388,60000000
24438,85280250,103.0,5.1,276,58000000
116741,44000000,119.0,6.1,1658,58000000
35791,300228084,97.0,5.8,1363,60000000
72431,50365377,125.0,5.9,178,58000000
1813,152944660,144.0,7.2,1374,57000000
87428,58058367,116.0,5.5,453,70000000
8840,115267375,103.0,6.4,535,57000000
10589,61347797,97.0,6.0,226,60000000
71676,149217355,95.0,4.7,1135,57000000
1722,62112895,131.0,5.5,145,57000000
10022,113006880,95.0,5.8,842,56000000
11358,57223890,86.0,6.0,381,56000000
13,677945399,142.0,8.2,7927,55000000
6477,361366633,92.0,5.5,1177,60000000
1597,330444045,108.0,6.6,1698,55000000
10530,346079773,81.0,6.7,1457,55000000
1924,300218018,143.0,6.9,1022,55000000
9327,128769345,95.0,5.4,702,54000000
8488,368100420,118.0,6.4,1665,70000000
10603,0,92.0,5.4,496,55000000
8273,231449203,103.0,6.0,1129,55000000
109424,95000000,134.0,7.6,2454,55000000
35056,152263880,97.0,5.9,1122,55000000
8839,287928194,100.0,6.0,1019,50000000
156022,192330738,132.0,7.1,2954,55000000
7303,154906693,105.0,5.6,485,55000000
8963,157387195,116.0,7.0,498,53000000
1402,307077295,117.0,7.7,2525,55000000
9315,223387299,98.0,6.1,772,55000000
8984,214015089,123.0,5.9,210,55000000
795,198685114,114.0,6.4,529,55000000
24,180949000,111.0,7.7,4949,30000000
11353,0,97.0,6.0,254,55000000
393,152159461,136.0,7.6,3948,30000000
9618,63408614,104.0,6.1,458,55000000
9374,149022650,104.0,6.3,636,55000000
8584,56932305,110.0,6.2,735,55000000
2320,121969216,133.0,5.8,256,55000000
58224,187361754,94.0,5.7,751,55000000
1729,127906624,104.0,6.3,461,55000000
175574,110000000,91.0,5.7,254,55000000
8077,159773545,114.0,6.2,1633,50000000
8818,141047179,134.0,5.9,120,55000000
8195,41610884,122.0,6.7,658,55000000
10586,75000000,109.0,6.4,236,50000000
116149,259207227,95.0,7.0,883,55000000
80035,68267862,98.0,5.3,881,68000000
10632,34234008,94.0,6.0,189,55000000
12117,0,126.0,6.2,146,80000000
1792,33828318,118.0,5.1,188,55000000
13260,33472850,91.0,5.4,251,0
72197,118338361,88.0,6.4,374,60000000
3580,113020255,141.0,7.3,1131,55000000
12123,60209334,107.0,5.3,284,50000000
9566,18626419,116.0,5.7,194,55000000
9833,154648887,143.0,7.0,438,70000000
4517,74237563,114.0,6.6,303,55000000
8202,52304001,93.0,5.4,703,62000000
16072,12923936,214.0,6.1,48,56000000
34314,11466088,100.0,5.2,62,55000000
19724,0,107.0,5.7,134,55000000
145220,80383290,112.0,6.2,316,50000000
14623,28283637,95.0,4.2,91,57000000
42297,89519773,119.0,6.9,573,55000000
2841,0,133.0,7.1,346,47000000
802,9250000,153.0,7.3,395,2000000
10375,6416302,96.0,5.3,123,55000000
36586,155010032,117.0,6.2,1528,54000000
11321,168167691,123.0,7.5,2039,55000000
70074,9489829,92.0,5.2,481,55000000
242,136766062,162.0,7.1,1546,54000000
9621,52034889,123.0,6.1,327,57000000
1819,130431368,108.0,5.4,407,54000000
8536,190458706,127.0,6.5,629,54000000
8046,7266209,121.0,3.5,104,54000000
1717,9450897,125.0,5.7,95,55000000
479,107196498,99.0,5.5,308,46000000
9444,139804348,94.0,7.4,1432,53000000
824,179213434,127.0,7.4,1300,52500000
11456,54249294,89.0,5.4,113,75000000
261023,98837872,122.0,6.3,1242,53000000
3683,65900249,132.0,6.7,526,90000000
22803,126690726,109.0,7.2,1486,53000000
285923,25037897,191.0,6.8,459,67000000
39437,0,172.0,5.9,26,0
1950,5761917,124.0,5.4,81,0
640,352114312,141.0,7.7,3795,52000000
97630,132820716,157.0,6.7,1702,40000000
9767,204999686,106.0,5.6,832,52000000
11631,609841637,108.0,6.4,1386,52000000
32856,216485654,125.0,5.7,1013,52000000
6519,110803676,104.0,5.1,316,50000000
8741,98126565,170.0,7.2,771,52000000
49520,75450437,112.0,5.9,736,52000000
1850,47434430,118.0,6.9,435,82000000
524,116112375,178.0,7.8,1307,52000000
26389,52826594,92.0,6.1,675,52000000
11817,0,104.0,5.1,278,52000000
2123,149270999,116.0,6.1,927,51000000
9907,72779000,90.0,5.3,225,51000000
9969,47231070,93.0,5.1,109,0
18239,709827462,130.0,5.6,2436,50000000
808,484409218,90.0,7.3,4056,60000000
38050,127869379,106.0,6.5,1652,50200000
8367,390493908,143.0,6.6,909,48000000
9390,273552592,139.0,6.7,913,50000000
72105,549368315,106.0,6.3,4697,50000000
2898,314178011,139.0,7.2,915,50000000
10312,202292902,115.0,7.0,832,50000000
109443,173649015,119.0,6.0,923,50000000
2022,171269535,96.0,5.6,644,50000000
37686,260095987,112.0,6.6,2435,50000000
462,256271286,131.0,7.1,716,52000000
9919,177371441,116.0,6.3,850,50000000
187017,188441614,112.0,7.0,3319,50000000
628,223664608,123.0,7.2,1516,60000000
10201,225990978,104.0,6.4,1813,70000000
302699,216972543,107.0,6.2,1650,50000000
9441,0,124.0,6.9,277,0
274167,242786137,96.0,5.8,854,50000000
224141,212902372,125.0,5.6,1652,50000000
388,184376254,129.0,7.3,1630,45000000
2112,161626121,100.0,6.7,548,90000000
10329,152022101,109.0,5.0,213,50000000
74465,120081841,124.0,6.5,909,50000000
13811,155446362,121.0,5.9,1486,50000000
6877,88715192,97.0,5.5,399,50000000
10320,161451538,110.0,5.4,632,50000000
50646,142851197,118.0,7.0,2443,50000000
8920,200804534,80.0,5.2,820,50000000
13673,0,99.0,5.2,193,60000000
60308,110206216,133.0,7.0,1381,50000000
6950,189859560,127.0,6.3,513,50000000
225574,222809600,106.0,6.8,2268,50000000
13836,106303988,98.0,5.5,509,50000000
752,132511035,132.0,7.7,4442,54000000
6038,88323487,115.0,6.0,692,50000000
9975,69834815,86.0,6.2,106,50000000
11451,66002004,101.0,5.1,542,50000000
12103,100020092,113.0,6.0,220,50000000
60304,224803475,88.0,5.7,3239,50000000
2251,119137784,124.0,6.3,276,50000000
46529,144492830,109.0,5.9,1567,50000000
231,94000000,128.0,6.3,451,50000000
300671,69411370,144.0,7.0,938,50000000
228326,97437106,95.0,7.3,755,50000000
9754,82800000,105.0,5.6,267,45000000
66,50068310,121.0,6.4,223,50000000
4421,48169156,125.0,6.0,395,50000000
2649,109423648,129.0,7.5,1506,50000000
588,97607453,125.0,6.3,1067,50000000
10393,0,118.0,6.1,203,0
71552,234989584,113.0,6.1,1611,50000000
9631,44547681,140.0,6.8,582,50000000
216282,160602194,89.0,5.8,817,50000000
306,119208989,104.0,5.5,434,50000000
928,41482207,106.0,6.2,652,50000000
205587,83719388,141.0,7.2,1417,50000000
6623,0,124.0,5.8,255,50000000
1577,129394835,94.0,6.1,1267,45000000
9801,40203020,108.0,6.1,750,50000000
2116,55495563,105.0,6.1,298,50000000
9624,49000000,102.0,4.5,104,50000000
14199,69425966,92.0,4.4,269,50000000
1907,144056873,119.0,6.3,1233,40000000
4599,49718611,119.0,5.9,189,50000000
22832,60462347,99.0,6.2,371,40000000
10390,0,137.0,6.3,88,50000000
9879,113309743,115.0,4.4,205,50000000
38579,83761844,87.0,5.0,149,50000000
44603,105197635,129.0,5.8,510,50000000
11892,56714147,120.0,6.0,268,50000000
9691,30303072,132.0,6.0,387,50000000
1248,82169884,121.0,6.0,654,50000000
12220,58900031,95.0,5.9,75,50000000
72710,63327201,125.0,6.0,1817,44000000
10782,42792561,98.0,6.2,286,50000000
9573,26199517,110.0,6.1,206,50000000
4959,60161391,118.0,6.0,368,50000000
10061,42277365,97.0,5.6,373,50000000
10386,23159305,86.0,7.6,1436,70000000
421,34808403,119.0,7.1,775,50000000
316152,25035950,139.0,6.6,428,50000000
11615,38955598,130.0,7.3,480,50000000
13498,0,100.0,5.4,120,40000000
241554,71561644,114.0,6.3,1148,50000000
2252,55112356,100.0,7.2,848,51500000
11968,44434439,110.0,5.8,458,50000000
10047,66976317,148.0,6.2,367,60000000
38319,26121638,102.0,5.2,501,49900000
69668,38502340,84.0,5.8,391,50000000
9770,10541523,114.0,5.9,81,50000000
11212,16671505,99.0,5.8,274,50000000
10533,10382407,135.0,5.5,108,50000000
38363,24188922,108.0,6.5,235,22000000
9923,22944502,127.0,6.0,444,50000000
11863,9851610,95.0,5.2,44,50000000
18501,40828540,95.0,5.6,760,50000000
109491,60052138,124.0,5.6,984,60000000
9275,0,109.0,5.9,132,55000000
329833,55969000,100.0,4.7,797,50000000
12634,6808550,88.0,5.0,76,50000000
10416,0,105.0,5.4,37,60000000
47327,28931401,105.0,5.3,600,50000000
15268,12764201,97.0,3.9,112,50000000
10796,72700000,87.0,5.7,437,49000000
9548,20423389,104.0,6.2,71,49000000
18947,36348784,116.0,7.2,666,50000000
1900,207515725,147.0,6.9,562,48000000
89,474171806,127.0,7.6,3152,48000000
96724,68929150,130.0,6.5,639,0
198184,104399548,120.0,6.6,3062,49000000
9481,151493655,118.0,6.5,826,73000000
4547,196397415,111.0,6.5,1267,48000000
53953,0,0.0,4.3,13,0
6415,108000000,114.0,6.6,692,75000000
181283,3324330,137.0,6.1,547,50000000
9896,85498534,112.0,6.0,518,48000000
167,50315140,120.0,7.1,695,48000000
11232,0,118.0,6.0,418,0
1636,90383208,93.0,5.6,512,48000000
2148,25928721,127.0,6.6,68,58000000
5176,70016220,122.0,6.9,1188,55000000
260346,325771424,109.0,6.1,2200,48000000
1389,77745568,123.0,6.5,333,48000000
9894,102825796,96.0,5.7,594,47000000
7504,528972,101.0,6.6,9,0
8592,103738726,103.0,5.9,251,47000000
913,124305181,113.0,6.6,339,48000000
11091,35743308,132.0,6.5,103,48000000
1368,125212904,93.0,7.2,1488,15000000
593,0,167.0,7.7,357,0
5393,38085778,75.0,4.6,104,47000000
9095,12379402,104.0,5.7,74,47000000
8874,299288605,105.0,6.3,584,38000000
11467,0,102.0,5.5,252,0
320,113714830,118.0,6.8,1148,46000000
199,150000000,111.0,7.0,661,46000000
20533,10539000,80.0,4.4,420,47000000
10684,100860818,117.0,6.2,232,46000000
1624,181000000,86.0,6.4,1424,45000000
325789,15436808,127.0,6.6,573,25000000
113464,5200000,140.0,6.5,2,46000000
888,341631208,91.0,5.0,543,46000000
82675,376141306,91.0,6.1,2757,45000000
4256,220673217,84.0,5.8,912,48000000
1493,212000000,111.0,6.1,961,45000000
88751,101702060,93.0,5.8,1309,45000000
11130,95149435,113.0,6.0,697,40000000
9944,195268056,141.0,6.3,371,45000000
10731,117615211,119.0,6.4,278,45000000
7350,175372502,97.0,7.0,1111,45000000
9869,178051587,117.0,6.3,433,45000000
4379,154749918,101.0,5.6,406,43000000
146233,122126687,153.0,7.9,3085,46000000
2034,104876233,122.0,7.3,1634,45000000
926,90683916,102.0,6.9,710,45000000
4248,141220678,83.0,5.4,982,45000000
64328,165184237,103.0,6.5,501,45000000
36647,131183530,120.0,6.5,1905,45000000
7214,76669806,136.0,7.3,496,30000000
1537,94935764,89.0,5.9,299,45000000
9360,136885767,89.0,4.7,610,45000000
6282,113916474,100.0,5.8,575,45000000
508,244931766,135.0,7.0,1869,40000000
9487,363258859,95.0,6.8,2303,120000000
768,74558115,122.0,6.6,741,35000000
2636,170362582,110.0,5.5,313,45000000
10478,53854588,135.0,5.9,150,45000000
27983,0,111.0,6.2,26,0
9981,56070433,95.0,5.6,176,45000000
7453,104478416,109.0,6.6,1315,50000000
15045,0,93.0,4.3,69,0
7737,148412065,94.0,6.1,1292,45000000
232672,123494610,117.0,6.6,1006,40000000
17379,38399961,112.0,6.4,119,45000000
8987,0,111.0,6.1,210,45000000
11359,0,96.0,5.9,134,45000000
82525,82966152,131.0,6.2,766,45000000
9759,56422687,94.0,6.1,537,25000000
9486,160583018,88.0,6.0,852,40000000
9906,55181129,88.0,5.5,366,50000000
841,30925690,137.0,6.5,562,40000000
4688,0,133.0,7.1,410,0
4148,75225693,119.0,6.7,796,35000000
2207,65664721,105.0,6.2,661,55000000
9381,72108608,101.0,5.4,676,70000000
9625,0,92.0,4.7,100,45000000
9304,0,117.0,5.5,154,45000000
20856,57881056,86.0,5.3,244,45000000
5955,29400000,123.0,6.5,215,35000000
9899,38058335,134.0,6.1,151,45000000
9826,17300889,100.0,4.7,136,45000000
21355,0,117.0,5.8,60,57000000
10858,13681765,192.0,7.1,71,44000000
11439,60222298,128.0,6.7,670,45000000
9457,11203026,106.0,6.0,154,45000000
12412,9323833,160.0,6.3,90,45000000
1494,0,114.0,6.6,203,110
13184,42487390,99.0,5.0,332,45000000
2185,8493890,85.0,6.3,80,40000000
6639,4607608,139.0,6.4,81,45000000
38153,2154540,103.0,4.0,11,45000000
58233,160078586,101.0,6.0,1007,45000000
116977,73706,87.0,2.3,28,65000000
68734,232324128,120.0,7.1,3423,44500000
5503,368875760,130.0,7.2,1220,44000000
27573,136000000,110.0,5.5,858,40000000
819,165615285,147.0,7.3,715,44000000
1369,300400432,96.0,6.3,864,44000000
9623,0,118.0,5.5,89,44000000
10895,84300000,88.0,6.9,1355,2600000
10935,3484331,219.0,6.4,55,44000000
834,111340801,106.0,6.4,1528,50000000
228066,34227298,109.0,5.6,685,40000000
711,80049764,136.0,7.0,302,43000000
10468,0,103.0,6.0,208,43000000
10027,50871113,103.0,6.6,518,45000000
11812,68696770,84.0,5.3,280,43000000
37233,270248367,154.0,6.6,501,42000000
37950,48190704,99.0,6.8,566,44000000
27582,51070807,93.0,6.3,1045,40000000
64688,201585328,109.0,6.7,4074,42000000
509,363889678,124.0,7.0,1262,42000000
7443,224834564,84.0,6.5,1150,45000000
5966,171963386,90.0,5.8,773,42000000
11066,70100000,117.0,5.4,134,40000000
136795,158674180,117.0,6.5,1575,43000000
8095,71000000,248.0,6.7,146,31115000
87826,73100172,105.0,6.0,593,0
11560,63781810,115.0,6.1,184,42000000
25189,0,126.0,6.5,47,42000000
2637,55157539,119.0,6.1,305,32000000
18480,0,83.0,5.4,518,42000000
709,156167015,133.0,5.9,541,32000000
49730,89162162,100.0,5.6,922,42000000
2749,56359980,120.0,5.7,191,60000000
9607,20915465,104.0,4.0,232,48000000
1830,24127895,122.0,7.0,1335,42000000
79,177394432,99.0,7.2,635,31000000
54054,36893721,91.0,5.3,388,40000000
228967,12342632,112.0,6.1,2304,44000000
46528,11087569,100.0,6.3,136,42000000
27936,14000000,100.0,6.8,148,33000000
65,215000000,110.0,6.8,1626,41000000
280391,0,100.0,5.3,125,0
9476,117487473,132.0,6.6,907,65000000
10610,0,88.0,5.3,281,41000000
745,672806292,107.0,7.7,3147,40000000
49527,46221189,102.0,6.2,925,42000000
73937,7448385,100.0,5.6,248,41000000
1885,90815558,126.0,6.9,891,8000000
168672,251171807,138.0,6.8,2807,40000000
18240,317375031,108.0,6.7,1804,40000000
10398,177841558,105.0,6.2,278,70000000
165,332000000,108.0,7.4,3829,40000000
240832,126546825,89.0,6.3,5878,40000000
216015,571006128,125.0,5.2,3254,40000000
12279,197011982,84.0,4.7,511,38000000
1645,152266007,149.0,7.0,509,40000000
11007,190212113,98.0,6.0,699,40000000
193756,149295601,121.0,7.4,1526,40000000
11287,107458785,128.0,6.7,354,40000000
259693,320170008,134.0,7.0,1949,40000000
37799,224920315,120.0,7.1,3391,40000000
10184,177259441,129.0,6.2,959,40000000
4257,178262620,83.0,5.3,750,45000000
4234,161834276,116.0,5.7,736,40000000
196,244527583,118.0,7.1,2900,40000000
257091,111811453,100.0,5.9,944,40000000
6114,215862692,128.0,7.1,1056,40000000
24803,129540499,123.0,6.6,560,40000000
109410,95020213,128.0,6.8,787,40000000
1213,128798265,139.0,7.0,767,40000000
100042,169837010,110.0,5.4,1127,40000000
9036,120455994,120.0,6.7,542,40000000
257211,194564672,121.0,7.1,1881,35000000
323675,124827316,102.0,6.1,555,40000000
9361,75505856,112.0,7.1,732,40000000
1677,124731534,152.0,7.2,467,40000000
187,158733820,124.0,7.2,2691,40000000
7461,151161491,90.0,6.2,716,40000000
16538,91636986,105.0,6.5,515,41000000
9889,141069860,114.0,5.7,731,40000000
820,205405498,189.0,7.5,502,40000000
11565,138259062,99.0,5.4,371,40000000
6073,147845033,123.0,5.8,441,57000000
16996,136267476,102.0,6.1,1350,20000000
193610,196781193,109.0,6.2,1437,40000000
19912,186167139,82.0,5.4,831,40000000
296098,165478348,141.0,7.2,2583,40000000
8007,91753202,106.0,6.0,457,40000000
32823,90029656,109.0,5.9,612,40000000
4380,170128460,107.0,5.9,297,50000000
11551,54682547,110.0,6.2,511,40000000
10336,87840042,96.0,5.0,336,40000000
11362,75395048,131.0,7.3,453,35000000
50348,85412898,119.0,7.0,902,40000000
48138,130786397,113.0,6.5,1265,30000000
1124,109676311,130.0,8.0,4391,40000000
227159,107670357,108.0,6.1,1536,42000000
68179,74597643,89.0,5.7,332,40000000
1579,120175290,139.0,7.3,1221,40000000
708,191185897,130.0,6.2,440,40000000
34851,126248813,107.0,6.0,1206,40000000
9930,0,116.0,5.8,51,0
1586,92913171,96.0,6.4,972,40000000
2044,114830111,99.0,6.5,670,40000000
9913,91974818,104.0,6.4,573,43000000
71864,51854875,105.0,6.5,386,0
10761,84601681,101.0,6.0,394,40000000
209451,67347013,134.0,6.8,255,40000000
11975,45916769,135.0,6.7,235,40000000
4970,141591324,98.0,5.8,629,40000000
11831,74000000,155.0,6.8,316,36000000
9096,0,106.0,5.8,114,40000000
440,41797066,94.0,4.9,740,40000000
11011,0,95.0,5.4,415,40000000
10641,0,103.0,5.7,135,65000000
11172,145896422,96.0,6.2,554,40000000
39513,97552050,104.0,6.5,1789,40000000
82687,41863726,95.0,5.4,284,40000000
41446,97138686,111.0,6.1,902,40000000
8224,96618699,123.0,6.1,474,40000000
10537,34416893,140.0,6.7,275,38000000
225886,126069509,97.0,5.3,1695,40000000
10385,36037909,94.0,5.0,40,40000000
55779,157887643,92.0,5.9,866,47000000
10154,0,102.0,5.3,140,0
10647,55707411,122.0,7.0,432,40000000
11431,50451307,103.0,5.9,182,30000000
8457,0,102.0,5.5,275,40000000
188161,0,116.0,5.8,1468,0
8850,48063435,108.0,5.4,138,25000000
64685,55247881,129.0,6.9,708,40000000
38357,58785180,102.0,6.1,412,40000000
10060,46442528,117.0,6.3,186,40000000
11398,30199105,117.0,5.6,135,40000000
1833,31670620,135.0,6.7,155,40000000
10391,0,107.0,4.9,71,40000000
8970,29000000,90.0,5.0,45,75000000
9306,49627779,96.0,4.6,147,40000000
11370,27053815,104.0,5.2,56,40000000
12184,0,115.0,6.4,477,35000000
1921,65754228,119.0,6.4,278,40000000
1683,62771059,99.0,5.4,205,40000000
203,3000000,110.0,7.2,345,500000
11858,24332324,128.0,5.9,81,40000000
62835,60965854,108.0,6.5,824,40000000
18937,38172500,86.0,6.9,190,40000000
13536,22433915,108.0,5.7,92,40000000
15556,0,128.0,5.9,48,0
10718,46546197,84.0,4.7,119,40000000
11062,0,111.0,6.0,67,0
10802,20350754,128.0,4.9,256,45000000
1887,60474340,123.0,6.5,642,40000000
6071,0,101.0,5.7,81,40000000
10461,19412993,102.0,4.8,145,63600000
80278,180274123,113.0,7.0,2025,42000000
12704,14375181,107.0,4.2,28,55000000
10315,46471023,87.0,7.5,1176,40000000
16643,16872671,103.0,5.7,124,40000000
2687,14358033,99.0,5.7,125,40000000
194,173921954,122.0,7.8,3310,10000000
11025,0,91.0,5.5,185,0
8849,13395939,103.0,5.6,248,60000000
78698,24719215,107.0,6.6,152,40000000
30943,28121100,106.0,5.9,54,38000000
9544,18902015,101.0,3.2,105,40000000
24418,28169671,109.0,5.5,348,40000000
7288,19322135,89.0,5.9,482,40000000
14655,0,103.0,6.3,47,0
24575,0,115.0,5.2,21,0
10366,10667893,82.0,4.2,135,45000000
19898,20645327,108.0,6.5,774,33000000
4965,0,102.0,6.1,135,40000000
15074,10959475,93.0,5.0,28,40000000
56715,0,88.0,4.8,171,0
1272,32017803,107.0,7.0,1182,50000000
72358,22044277,91.0,6.0,373,40000000
20542,0,94.0,5.4,15,40000000
266396,13644292,115.0,5.5,392,40000000
9978,23937870,93.0,5.1,213,40000000
8271,117760134,105.0,6.6,1006,20000000
10428,7563728,107.0,6.2,398,20000000
5353,0,101.0,6.6,96,0
11934,0,111.0,7.1,275,30000000
14392,0,126.0,6.3,83,40000000
19495,0,112.0,4.3,17,25000000
110415,86758912,126.0,6.7,2854,39200000
77459,0,90.0,6.5,313,25000000
26486,0,90.0,5.9,15,0
9495,94000000,102.0,7.3,953,15000000
256040,100000000,159.0,7.5,135,40000000
24420,101229792,107.0,6.7,798,39000000
1257,69485490,102.0,5.8,191,0
62214,35287788,87.0,6.6,932,39000000
16320,38869464,119.0,7.4,1264,39000000
8842,6614280,106.0,4.5,32,39000000
9531,75850624,125.0,5.3,490,39000000
64807,44907260,113.0,6.0,433,40000000
12289,127814609,150.0,7.1,205,80341000
11529,180622424,108.0,6.0,394,30000000
20943,205298907,96.0,6.4,972,38000000
9099,0,90.0,5.5,94,0
9488,119723358,100.0,5.3,521,38000000
193,120000000,118.0,6.4,452,38000000
44865,64076736,130.0,6.3,273,3860000
55787,114156230,120.0,6.7,850,38000000
257932,0,88.0,6.8,19,40000000
10400,73956241,146.0,7.2,396,50000000
1957,51801187,114.0,6.2,264,38000000
10833,0,123.0,5.7,254,35000000
256961,107597242,94.0,5.0,567,38000000
5852,29700000,102.0,5.6,88,53000000
12312,0,99.0,5.5,40,38000000
622,58401898,133.0,6.3,756,38000000
11306,17380126,118.0,5.7,80,38000000
12508,16991902,105.0,6.0,190,57000000
25793,47536959,110.0,6.9,417,10000000
10534,10300000,129.0,6.3,86,38000000
1091,19629760,109.0,7.8,1588,15000000
