movie_id,revenue,runtime,vote_average,vote_count,budget
10865,186053725,95.0,6.7,1224,120000000
258509,233755553,92.0,5.8,428,0
2253,200276000,121.0,6.7,1173,75000000
10661,201596308,113.0,5.5,1048,90000000
257344,243637091,105.0,5.6,2513,88000000
644,235926552,146.0,6.8,1974,100000000
10756,182290266,99.0,5.2,466,90000000
686,171120329,150.0,7.2,1308,90000000
9383,190213455,112.0,5.6,634,95000000
179,162944923,128.0,6.2,392,80000000
76285,174578751,106.0,5.9,1648,90000000
1996,156505388,117.0,5.5,1418,95000000
291805,334901337,129.0,6.7,3235,90000000
10003,118063304,116.0,5.9,302,68000000
1535,143049560,126.0,6.8,579,92000000
2067,60874615,114.0,5.7,369,90000000
46195,484635760,96.0,6.5,2166,90000000
2277,93700000,131.0,6.9,963,100000000
10357,0,104.0,5.2,376,90000000
4477,140807547,107.0,5.9,290,90000000
8665,35168966,138.0,6.1,264,100000000
9387,79114085,129.0,6.6,650,20000000
921,108539911,144.0,7.3,616,88000000
49852,16178959,110.0,5.4,50,90000000
4464,148336445,141.0,6.7,216,87000000
664,494471524,113.0,6.1,950,92000000
8358,429632142,143.0,7.5,3218,90000000
9836,384335608,108.0,5.9,1410,100000000
2502,288500217,108.0,7.2,2825,75000000
9772,315156409,124.0,6.2,840,85000000
161,450717150,116.0,7.2,3783,85000000
52451,132274484,110.0,5.6,924,75000000
76492,358375603,91.0,6.8,2566,85000000
4523,340487652,107.0,6.6,1449,85000000
59961,208076205,115.0,6.3,1345,85000000
10481,183611771,100.0,5.1,313,85000000
59108,152930623,104.0,5.8,932,75000000
1581,194168700,136.0,6.7,1225,85000000
9798,250649836,132.0,6.7,1240,90000000
22897,219103655,121.0,6.2,360,85000000
298,311312624,122.0,6.5,1999,85000000
7484,197309027,83.0,6.1,656,85000000
157350,288747895,139.0,6.9,4663,85000000
853,96976270,131.0,7.2,999,68000000
10159,80916492,104.0,6.4,514,85000000
9593,137298489,130.0,6.1,712,85000000
1904,162242962,145.0,7.3,652,85000000
9615,158468292,104.0,6.1,1705,85000000
51052,0,97.0,6.7,333,0
297,142940100,178.0,6.9,1147,90000000
9884,78382433,108.0,5.5,427,85000000
16858,37823676,123.0,7.3,85,0
62764,183018522,106.0,5.5,1114,85000000
22538,47664559,112.0,7.2,2126,60000000
9341,74208267,136.0,5.4,516,60000000
12107,123307945,106.0,4.7,332,84000000
9637,275650703,88.0,5.4,820,84000000
49049,41037742,95.0,6.6,1940,50000000
9339,237681299,107.0,6.0,2104,82500000
16281,21028755,120.0,6.7,226,8000000
39691,112483764,82.0,4.9,119,85000000
8247,222231186,88.0,5.9,1799,85000000
11253,160388063,120.0,6.5,1527,85000000
1949,84785914,157.0,7.3,2023,65000000
8452,96085477,123.0,5.7,595,82000000
310,484572835,101.0,6.4,3012,80000000
27578,274470394,103.0,6.0,2926,80000000
954,457696359,110.0,6.7,2631,80000000
70160,691210692,142.0,6.9,9455,75000000
45243,254455986,102.0,6.2,3739,80000000
364,280000000,126.0,6.6,1673,80000000
7518,343397247,83.0,6.3,1074,80000000
11544,145771527,85.0,7.1,1314,80000000
9986,144000000,97.0,5.8,288,85000000
8656,140464664,120.0,5.9,855,75000000
146216,0,116.0,6.4,1526,84000000
9291,190320568,113.0,6.2,785,82000000
55301,342695435,87.0,5.4,484,75000000
109418,246984278,100.0,5.8,1155,80000000
11665,230685453,110.0,6.0,1051,80000000
6964,266728738,128.0,6.3,410,80000000
11324,294804195,138.0,7.8,6336,80000000
12193,163733697,88.0,5.3,331,80000000
9928,260696994,91.0,6.0,1333,75000000
754,245676146,138.0,6.8,1583,80000000
10202,212874442,99.0,5.9,901,80000000
4147,181001478,117.0,7.3,1077,80000000
50546,214918407,117.0,6.3,1543,80000000
1701,224012234,115.0,6.5,1270,75000000
13027,178066569,118.0,6.3,1018,80000000
2289,173013509,154.0,6.7,533,79000000
20504,157107755,118.0,6.6,2164,80000000
9574,177977226,93.0,5.3,695,80000000
11618,91188905,113.0,5.2,369,80000000
2300,250200000,88.0,6.5,1288,80000000
12096,0,93.0,5.6,550,0
10200,233093859,104.0,5.2,1043,80000000
8834,136982834,135.0,6.5,431,75000000
228150,211817906,135.0,7.4,3946,68000000
6068,164000000,98.0,5.6,332,70000000
41515,201584141,80.0,5.2,220,80000000
9023,122563539,83.0,7.4,831,80000000
38317,169852759,102.0,5.3,498,80000000
2157,136159423,130.0,5.0,388,80000000
14462,96105964,129.0,6.2,393,80000000
161795,0,117.0,8.0,1,0
159824,473226958,89.0,6.7,1497,80000000
49948,90874570,74.0,7.0,292,80000000
2135,123729176,96.0,5.8,631,80000000
9822,0,114.0,5.9,208,90000000
9705,147080413,99.0,6.1,932,102000000
1656,142400065,129.0,5.9,893,75000000
12159,71485043,113.0,6.8,577,85000000
9678,0,90.0,5.2,438,85000000
4442,105316267,118.0,5.6,818,88000000
75,101371017,106.0,6.1,1509,70000000
330770,0,81.0,6.4,47,0
9433,43312294,117.0,6.7,349,0
19959,122444772,89.0,5.9,1195,80000000
11973,34566746,145.0,6.9,189,80000000
11228,159212469,115.0,5.8,378,80000000
77951,126546518,87.0,5.2,133,80000000
5491,21400000,118.0,3.0,255,44000000
10715,68514844,90.0,5.6,297,80000000
10197,53825515,112.0,5.1,165,80000000
9562,19480739,116.0,5.4,318,80000000
9922,17626234,177.0,6.1,299,80000000
9447,69131860,92.0,5.2,305,90000000
274854,146936910,106.0,5.7,1316,90000000
8870,33463969,106.0,5.4,267,80000000
9992,107944236,94.0,6.0,639,86000000
36970,19406406,84.0,7.3,111,0
10077,5989640,110.0,4.8,111,80000000
76649,117831631,105.0,5.2,1267,130000000
293644,0,89.0,5.3,9,8000000
453,313542341,135.0,7.7,3009,60000000
8587,788241776,89.0,8.0,5376,45000000
72545,355692760,94.0,5.8,1030,79000000
109451,248384621,95.0,6.4,915,78000000
9533,209196298,124.0,6.7,1115,78000000
2023,108103450,136.0,6.5,318,100000000
71880,149673788,91.0,4.1,604,79000000
584,236350661,107.0,6.2,2028,76000000
309809,97571250,92.0,7.6,756,64000000
4858,15071514,99.0,5.7,359,80000000
17711,35134820,88.0,3.9,87,76000000
328111,875958308,87.0,5.9,3462,75000000
8698,179265204,110.0,5.7,1155,78000000
93456,970761885,98.0,7.0,4637,76000000
602,816969268,145.0,6.7,3260,75000000
330,229074524,129.0,6.2,2487,73000000
953,532680671,86.0,6.6,3237,75000000
9693,69959751,109.0,7.4,2071,76000000
36657,296339527,104.0,6.8,4097,75000000
8909,258270008,110.0,6.4,2528,75000000
9802,335062621,136.0,6.9,1456,75000000
950,660940780,91.0,6.5,2951,80000000
1824,196482882,99.0,6.6,2105,75000000
2976,90450008,117.0,6.5,709,50000000
11026,78000586,114.0,4.7,183,80000000
332,0,78.0,4.3,318,75000000
75656,117698894,115.0,7.3,5487,75000000
38365,271430189,102.0,6.0,1705,80000000
594,219417255,128.0,7.0,1910,60000000
15189,73034460,100.0,5.7,202,35000000
11678,215663859,124.0,5.9,283,75000000
6538,119000410,102.0,6.5,338,75000000
10555,367275019,90.0,5.8,1557,75000000
1125,154937680,134.0,6.6,284,70000000
4551,95226116,118.0,5.4,292,53000000
612,130358911,164.0,6.9,696,70000000
9567,85632458,121.0,6.4,573,70000000
37821,98159963,100.0,5.7,772,75000000
203801,108145109,116.0,7.1,2265,75000000
2539,55041367,130.0,5.8,369,80000000
9297,140175006,91.0,6.3,874,75000000
3172,67631903,123.0,6.2,302,75000000
6520,127600435,134.0,5.9,311,55000000
1439,0,148.0,6.4,197,75000000
37958,226904017,110.0,5.7,880,75000000
2026,77944725,113.0,6.2,512,52000000
7450,36754634,94.0,6.3,313,75000000
11375,51142659,116.0,5.0,166,75000000
9425,14567883,99.0,6.1,221,75000000
25769,5802422,84.0,5.8,282,0
23685,5409517,93.0,4.3,78,75000000
11866,21009180,113.0,5.7,276,45000000
9741,248118121,106.0,6.9,1946,75000000
211672,1156730962,91.0,6.4,4571,74000000
23629,89792502,110.0,5.9,1623,82000000
8688,103891409,98.0,5.8,327,73000000
10153,13100000,134.0,5.8,476,75000000
153518,349779543,97.0,5.9,1022,73000000
8676,111231041,112.0,5.4,444,70000000
20829,61458982,146.0,5.7,390,75000000
4349,86658558,110.0,6.5,513,70000000
9718,162966177,116.0,6.2,491,72500000
10808,176104344,87.0,4.9,410,70000000
197,210000000,177.0,7.7,3336,72000000
25,96889998,125.0,6.6,765,72000000
35,527068851,87.0,6.9,2264,75000000
11086,37317558,152.0,6.6,188,72000000
10477,54744738,116.0,4.5,179,94000000
1997,62172050,109.0,6.9,180,74500000
6947,256697520,108.0,6.2,1071,60000000
3050,294456605,85.0,5.4,686,71000000
2675,408247917,106.0,6.4,1599,72000000
809,919838758,93.0,6.7,2988,150000000
920,461983149,117.0,6.6,3877,120000000
4806,309457509,116.0,5.7,455,70000000
7451,277448382,124.0,5.8,1424,70000000
228165,311594032,93.0,5.8,719,74000000
3595,309492681,117.0,6.4,470,80000000
16869,319131050,153.0,7.9,6430,70000000
879,300854823,144.0,6.6,1532,70000000
1573,240031094,124.0,6.6,1896,70000000
9257,116643346,117.0,5.8,770,80000000
1903,203388341,136.0,6.5,1078,68000000
9697,42285169,110.0,5.3,409,75000000
395,171183863,101.0,5.5,1217,70000000
23398,443140005,88.0,5.4,666,75000000
10590,114660784,138.0,6.7,521,75000000
117263,161025640,120.0,6.2,2981,70000000
200,118000000,103.0,6.3,391,70000000
44943,202466756,116.0,5.5,1448,70000000
587,122919055,125.0,7.6,1994,70000000
10395,0,125.0,6.0,216,0
57212,177584879,146.0,7.0,992,66000000
152760,154984035,118.0,5.8,1523,70000000
2756,90000098,139.0,7.1,808,70000000
33909,134748021,133.0,5.8,493,70000000
49017,215529201,92.0,6.2,2389,70000000
9882,116672912,116.0,6.0,352,70000000
2270,135560026,127.0,7.1,1184,70000000
978,131457682,136.0,7.0,630,70000000
44564,67112664,111.0,5.2,304,70000000
3132,65977295,116.0,5.4,228,70000000
8814,55987321,105.0,5.0,609,60000000
8427,33561137,97.0,5.2,269,70000000
52520,160112671,88.0,6.1,1862,70000000
80585,59418613,123.0,6.0,385,75000000
10592,32287044,125.0,5.9,241,70000000
49021,57777106,116.0,6.1,695,66000000
11535,0,98.0,3.4,106,0
10550,19924033,91.0,4.3,97,70000000
11258,19870567,97.0,5.5,179,70000000
12610,13596911,95.0,5.9,228,75000000
59981,18662027,88.0,5.9,43,70000000
201088,17752940,133.0,5.1,826,70000000
5137,57958696,107.0,5.7,439,70000000
3093,38629478,114.0,4.6,180,70000000
107846,122915111,115.0,6.7,1659,50000000
188207,61279452,99.0,4.4,533,70000000
4614,193000000,124.0,5.9,437,68000000
24021,698491347,124.0,5.8,2301,68000000
11371,71069884,124.0,6.7,423,68000000
20352,543513985,95.0,7.1,6478,69000000
11517,35431113,103.0,5.4,222,60000000
214756,217022588,115.0,6.2,2463,68000000
26428,39041505,127.0,6.9,395,70000000
9824,29762011,121.0,5.7,250,68000000
48988,83160734,105.0,5.4,611,36000000
9008,60289912,157.0,7.3,481,90000000
300673,52099090,114.0,6.3,588,80000000
12113,113280098,128.0,6.5,895,70000000
38778,86387857,114.0,5.5,531,69000000
72331,112265139,94.0,5.5,1269,69000000
1844,212404396,112.0,6.0,602,66000000
846,189198313,121.0,6.6,488,66000000
9703,25303038,102.0,5.0,207,67000000
857,481840909,169.0,7.9,5048,70000000
136797,203277636,130.0,6.1,1520,66000000
3981,374111707,127.0,6.1,992,70000000
425,383257136,81.0,7.1,3857,59000000
6171,75715436,136.0,5.3,567,68000000
72976,275293450,149.0,6.7,1429,65000000
603,463517383,136.0,7.9,8907,63000000
568,355237933,140.0,7.3,1599,52000000
9021,172855065,104.0,5.5,297,65000000
82695,441809770,157.0,7.1,1884,61000000
9489,250821495,119.0,6.3,838,65000000
12133,128107642,98.0,6.5,1062,65000000
9342,250288523,136.0,6.3,1183,95000000
41733,211780824,95.0,6.2,1685,65000000
227306,163442937,137.0,7.3,1400,65000000
5551,128884132,130.0,6.3,403,65000000
9350,255000211,112.0,6.1,588,70000000
9208,150270147,108.0,5.7,453,50000000
4244,69700000,104.0,6.0,238,65000000
1852,162945894,128.0,5.9,447,63000000
